Date,Adj Close,Close,High,Low,Open,Volume
,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
2022-03-14,126.43050384521484,126.74099731445312,131.0260009765625,126.41300201416016,130.572998046875,30254000
2022-03-15,129.34286499023438,129.66050720214844,130.51724243164062,126.56800079345703,127.74150085449219,30292000
2022-03-16,133.3629913330078,133.6905059814453,133.77099609375,129.2010040283203,131.0,32058000
2022-03-17,134.27073669433594,134.60049438476562,134.739501953125,132.718994140625,133.3209991455078,23994000
2022-03-18,136.46636962890625,136.80149841308594,136.9134979248047,132.9320068359375,133.88400268554688,45900000
2022-03-21,136.1441650390625,136.47850036621094,137.58250427246094,134.6114959716797,136.84750366210938,26632000
2022-03-22,139.933837890625,140.27749633789062,141.5,136.5,136.5,29776000
2022-03-23,138.1641845703125,138.5034942626953,140.02499389648438,138.16650390625,139.1385040283203,25302000
2022-03-24,140.96580505371094,141.31199645996094,141.39649963378906,138.03939819335938,139.2725067138672,20544000
2022-03-25,141.1748046875,141.52149963378906,141.95950317382812,139.69949340820312,141.75399780273438,19270000
2022-03-28,141.6022491455078,141.9499969482422,141.97650146484375,139.82815551757812,140.6844940185547,23774000
2022-03-29,142.89906311035156,143.25,144.16250610351562,142.48399353027344,143.16050720214844,28678000
2022-03-30,142.2950439453125,142.64450073242188,143.48049926757812,142.16799926757812,142.8699951171875,21046000
2022-03-31,139.30738830566406,139.64950561523438,142.64450073242188,139.61900329589844,142.44850158691406,29516000
2022-04-01,140.35531616210938,140.6999969482422,140.9499969482422,138.7969970703125,140.00999450683594,23480000
2022-04-04,143.2906036376953,143.6425018310547,144.0437469482422,140.82449340820312,140.82449340820312,19076000
2022-04-05,140.71743774414062,141.06300354003906,143.58999633789062,140.94349670410156,143.39950561523438,19256000
2022-04-06,136.83993530273438,137.17599487304688,139.84849548339844,136.41810607910156,139.1614990234375,23574000
2022-04-07,136.1306915283203,136.46499633789062,137.70150756835938,134.8572540283203,136.6179962158203,19448000
2022-04-08,133.68218994140625,134.010498046875,136.25,133.75250244140625,136.25,16434000
2022-04-11,129.478515625,129.79649353027344,132.93919372558594,129.61749267578125,132.89999389648438,24188000
2022-04-12,128.0600128173828,128.37449645996094,132.42349243164062,127.57599639892578,132.42349243164062,23004000
2022-04-13,129.96681213378906,130.28599548339844,130.65574645996094,128.4385986328125,128.62649536132812,19542000
2022-04-14,126.94125366210938,127.25299835205078,130.7102508544922,127.11150360107422,130.64950561523438,23484000
2022-04-18,127.64752197265625,127.96099853515625,128.71200561523438,126.57845306396484,127.41000366210938,14918000
2022-04-19,130.2112274169922,130.531005859375,130.90374755859375,127.45149993896484,128.07699584960938,22720000
2022-04-20,127.93132781982422,128.24549865722656,131.92349243164062,127.89405059814453,131.28399658203125,22610000
2022-04-21,124.63143157958984,124.9375,130.3074951171875,124.6500015258789,129.35000610351562,30158000
2022-04-22,119.32096862792969,119.61399841308594,125.4520034790039,119.1405029296875,125.0,46410000
2022-04-25,122.94805908203125,123.25,123.27799987792969,118.76924896240234,119.42949676513672,34522000
2022-04-26,119.2132339477539,119.50599670410156,122.75,119.16184997558594,122.75,49394000
2022-04-27,114.73872375488281,115.02050018310547,117.5,113.12425231933594,114.37300109863281,62238000
2022-04-28,119.11896514892578,119.4114990234375,120.4384994506836,115.1438980102539,117.11499786376953,36790000
2022-04-29,114.68485260009766,114.96649932861328,118.95999908447266,114.69400024414062,117.5780029296875,33694000
2022-05-02,116.86997985839844,117.15699768066406,117.3395004272461,113.39949798583984,113.90650177001953,30280000
2022-05-03,117.8401107788086,118.12950134277344,119.30000305175781,116.62699890136719,116.76499938964844,21216000
2022-05-04,122.27471160888672,122.57499694824219,123.14299774169922,115.7385025024414,118.00350189208984,33232000
2022-05-05,116.46048736572266,116.74649810791016,121.2332534790039,115.18250274658203,120.22049713134766,43090000
2022-05-06,115.37665557861328,115.66000366210938,117.49849700927734,114.14299774169922,115.51899719238281,35310000
2022-05-09,112.80696105957031,113.08399963378906,115.56289672851562,112.55149841308594,113.30349731445312,34520000
2022-05-10,114.30379486083984,114.58450317382812,116.69100189208984,113.38330078125,116.04049682617188,31158000
2022-05-11,113.68181610107422,113.96099853515625,116.6709976196289,113.6500015258789,113.71050262451172,36502000
2022-05-12,112.88378143310547,113.16100311279297,114.85649871826172,110.1135025024414,111.93800354003906,41464000
2022-05-13,116.23006439208984,116.5155029296875,118.08499908447266,114.0,114.84549713134766,29738000
2022-05-16,114.51128387451172,114.7925033569336,116.60749816894531,114.33499908447266,115.38400268554688,23282000
2022-05-17,116.41560363769531,116.70149993896484,117.22750091552734,115.3375015258789,117.22750091552734,21576000
2022-05-18,112.12564086914062,112.4010009765625,115.69564819335938,112.14199829101562,115.23750305175781,27982000
2022-05-19,110.47418975830078,110.74549865722656,113.5875015258789,110.46800231933594,111.84100341796875,29192000
2022-05-20,109.04520416259766,109.31300354003906,112.55000305175781,106.37300109863281,112.08550262451172,37586000
2022-05-23,111.39292907714844,111.66649627685547,112.00550079345703,109.15425109863281,110.10399627685547,31558000
2022-05-24,105.66650390625,105.9260025024414,106.3949966430664,102.20800018310547,106.37750244140625,60386000
2022-05-25,105.58021545410156,105.8395004272461,106.5447006225586,104.21125030517578,105.14199829101562,37900000
2022-05-26,108.03069305419922,108.2959976196289,108.95525360107422,105.48799896240234,106.05049896240234,30288000
2022-05-27,112.52266693115234,112.79900360107422,112.86799621582031,109.55000305175781,109.78849792480469,29924000
2022-05-31,113.75962829589844,114.03900146484375,116.43350219726562,112.57250213623047,113.0790023803711,51302000
2022-06-01,113.85739135742188,114.13700103759766,117.39900207519531,113.55049896240234,114.93150329589844,28630000
2022-06-02,117.45755004882812,117.74600219726562,117.89800262451172,113.30799865722656,114.18800354003906,27472000
2022-06-03,114.28334045410156,114.56400299072266,116.364501953125,113.66799926757812,115.99250030517578,25052000
2022-06-06,116.72384643554688,117.010498046875,119.39849853515625,116.5282974243164,116.74250030517578,23786000
2022-06-07,116.94231414794922,117.22949981689453,117.74864959716797,115.12550354003906,115.64800262451172,26414000
2022-06-08,116.9507827758789,117.23799896240234,118.64600372314453,116.69674682617188,116.87650299072266,22544000
2022-06-09,114.636474609375,114.91799926757812,118.3499984741211,114.86699676513672,116.34149932861328,23142000
2022-06-10,111.15452575683594,111.42749786376953,113.49700164794922,110.86100006103516,112.78125,31324000
2022-06-13,106.61467742919922,106.87650299072266,109.21849822998047,106.58805084228516,107.44599914550781,36756000
2022-06-14,106.931396484375,107.19400024414062,108.4574966430664,106.35199737548828,106.88999938964844,25480000
2022-06-15,110.12006378173828,110.3905029296875,112.06300354003906,108.1187515258789,108.89949798583984,33192000
2022-06-16,106.37476348876953,106.63600158691406,109.29049682617188,105.7925033569336,108.14949798583984,35314000
2022-06-17,107.60124969482422,107.8655014038086,109.24949645996094,105.62854766845703,106.53500366210938,43516000
2022-06-21,111.7405776977539,112.01499938964844,112.6729965209961,109.29350280761719,109.7020034790039,39010000
2022-06-22,111.75953674316406,112.03399658203125,113.76950073242188,110.72429656982422,111.16300201416016,23922000
2022-06-23,112.408447265625,112.68450164794922,113.19650268554688,111.02899932861328,112.94999694824219,24710000
2022-06-24,118.24760437011719,118.53800201416016,118.63749694824219,113.60299682617188,113.60299682617188,39122000
2022-06-27,116.3367919921875,116.62249755859375,119.25,116.00074768066406,118.93499755859375,32840000
2022-06-28,112.29573059082031,112.57150268554688,117.85649871826172,112.44400024414062,116.35099792480469,28232000
2022-06-29,111.98149871826172,112.25650024414062,113.66449737548828,111.55400085449219,112.14849853515625,18628000
2022-06-30,109.10456085205078,109.37249755859375,111.32980346679688,107.30999755859375,110.49949645996094,38046000
2022-07-01,108.81377410888672,109.08100128173828,109.80635070800781,107.1050033569336,108.33699798583984,31028000
2022-07-05,113.60800170898438,113.88700103759766,114.05259704589844,106.24949645996094,107.5145034790039,36398000
2022-07-06,114.9312515258789,115.2135009765625,116.35199737548828,112.25050354003906,114.09200286865234,28852000
2022-07-07,119.01372528076172,119.30599975585938,119.86199951171875,115.53399658203125,116.00800323486328,32184000
2022-07-08,119.87410736083984,120.16850280761719,120.43499755859375,117.51399993896484,117.55000305175781,29082000
2022-07-11,116.23704528808594,116.52249908447266,118.79450225830078,116.2344970703125,118.6500015258789,26718000
2022-07-12,114.56814575195312,114.84950256347656,117.84950256347656,114.61499786376953,116.8385009765625,24970000
2022-07-13,111.91216278076172,112.18699645996094,115.15699768066406,111.822998046875,112.63899993896484,38958000
2022-07-14,111.1669921875,111.44000244140625,111.98750305175781,109.32550048828125,110.82599639892578,32366000
2022-07-15,112.4907455444336,112.76699829101562,114.00050354003906,111.82250213623047,112.96299743652344,34330000
2022-07-18,109.6407470703125,109.91000366210938,114.80000305175781,109.30000305175781,113.44000244140625,33354000
2022-07-19,114.3392105102539,114.62000274658203,114.80999755859375,110.5,111.7300033569336,30992300
2022-07-20,114.41900634765625,114.69999694824219,116.33000183105469,113.26000213623047,114.05999755859375,26780100
2022-07-21,114.75817108154297,115.04000091552734,115.20999908447266,111.91000366210938,115.08999633789062,27267800
2022-07-22,108.09453582763672,108.36000061035156,113.18000030517578,107.5999984741211,111.80999755859375,44455300
2022-07-25,107.94490814208984,108.20999908447266,110.58000183105469,107.01000213623047,108.87999725341797,28289900
2022-07-26,105.18169403076172,105.44000244140625,107.73999786376953,104.76000213623047,107.43000030517578,36626600
2022-07-27,113.32170104980469,113.5999984741211,114.4000015258789,108.41999816894531,109.5999984741211,41474600
2022-07-28,114.30927276611328,114.58999633789062,114.69999694824219,111.85099792480469,112.80000305175781,23303800
2022-07-29,116.354248046875,116.63999938964844,116.9000015258789,113.2300033569336,113.4000015258789,31336200
2022-08-01,115.19709777832031,115.4800033569336,117.12000274658203,114.69000244140625,115.52999877929688,22856200
2022-08-02,115.6160659790039,115.9000015258789,117.08000183105469,114.26000213623047,114.43000030517578,17911000
2022-08-03,118.489013671875,118.77999877929688,119.41999816894531,116.1500015258789,116.33999633789062,25302800
2022-08-04,118.57879638671875,118.87000274658203,119.5,117.70999908447266,118.30000305175781,15757700
2022-08-05,117.93038177490234,118.22000122070312,118.86000061035156,116.70999908447266,116.93000030517578,15615700
2022-08-08,117.85057830810547,118.13999938964844,120.86000061035156,117.83000183105469,119.12000274658203,17061100
2022-08-09,117.21214294433594,117.5,118.19999694824219,116.55999755859375,117.98999786376953,15424300
2022-08-10,120.35443115234375,120.6500015258789,121.77999877929688,119.36000061035156,119.58999633789062,20497000
2022-08-11,119.5264663696289,119.81999969482422,122.33999633789062,119.55000305175781,122.08000183105469,16671600
2022-08-12,122.34953308105469,122.6500015258789,122.6500015258789,120.4000015258789,121.16000366210938,16121100
2022-08-15,122.57896423339844,122.87999725341797,123.26000213623047,121.56999969482422,122.20999908447266,15525000
2022-08-16,122.20987701416016,122.51000213623047,123.22799682617188,121.53500366210938,122.31999969482422,15626200
2022-08-17,120.02523803710938,120.31999969482422,122.1500015258789,120.19999694824219,120.93000030517578,17589200
2022-08-18,120.56391143798828,120.86000061035156,121.69000244140625,119.55000305175781,120.2300033569336,15652000
2022-08-19,117.83062744140625,118.12000274658203,120.0,117.66999816894531,119.87000274658203,20187000
2022-08-22,114.78810119628906,115.06999969482422,116.5,114.66999816894531,116.0999984741211,19316000
2022-08-23,114.48883819580078,114.7699966430664,115.93000030517578,114.30000305175781,114.31999969482422,14390700
2022-08-24,114.41900634765625,114.69999694824219,115.71700286865234,113.77999877929688,114.44999694824219,16051200
2022-08-25,117.41165924072266,117.69999694824219,117.77999877929688,115.05000305175781,115.1500015258789,14874700
2022-08-26,111.02734375,111.30000305175781,116.5999984741211,111.22000122070312,115.80999755859375,31698700
2022-08-29,110.06968688964844,110.33999633789062,111.95999908447266,109.80999755859375,110.77999877929688,20386100
2022-08-30,109.6407470703125,109.91000366210938,111.37000274658203,108.80000305175781,111.02999877929688,20548200
2022-08-31,108.88260650634766,109.1500015258789,111.7699966430664,109.05000305175781,111.62999725341797,25898000
2022-09-01,110.2791748046875,110.55000305175781,111.22000122070312,108.19000244140625,109.19999694824219,22784400
2022-09-02,108.41375732421875,108.68000030517578,111.67500305175781,108.12999725341797,111.33999633789062,20618100
2022-09-06,107.2166976928711,107.4800033569336,108.87999725341797,106.51000213623047,108.13500213623047,20565100
2022-09-07,110.2093505859375,110.4800033569336,110.98999786376953,107.61499786376953,107.76000213623047,22987200
2022-09-08,109.15194702148438,109.41999816894531,110.58000183105469,108.05999755859375,109.18000030517578,21660700
2022-09-09,111.50615692138672,111.77999877929688,112.0,110.0,110.05000305175781,21732900
2022-09-12,111.59593963623047,111.87000274658203,112.63999938964844,110.93000030517578,111.98999786376953,19732900
2022-09-13,105.05200958251953,105.30999755859375,109.37000274658203,105.0,108.88999938964844,33015000
2022-09-14,105.61064147949219,105.87000274658203,106.0999984741211,104.5,105.44000244140625,22115800
2022-09-15,103.64546966552734,103.9000015258789,106.20999908447266,103.30999755859375,105.01000213623047,26494900
2022-09-16,103.3761215209961,103.62999725341797,104.02999877929688,101.8550033569336,102.97000122070312,64540100
2022-09-19,103.5955810546875,103.8499984741211,104.0199966430664,102.37000274658203,102.54000091552734,19738600
2022-09-20,101.58053588867188,101.83000183105469,103.16999816894531,101.12000274658203,102.87999725341797,24001700
2022-09-21,99.76499938964844,100.01000213623047,103.48999786376953,99.98999786376953,102.23999786376953,26596800
2022-09-22,100.32362365722656,100.56999969482422,101.68000030517578,99.41000366210938,99.44999694824219,21272700
2022-09-23,98.92705535888672,99.16999816894531,100.11000061035156,98.01000213623047,100.05999755859375,25657000
2022-09-26,98.56793212890625,98.80999755859375,100.44000244140625,98.37999725341797,98.61000061035156,22437900
2022-09-27,97.84969329833984,98.08999633789062,100.45999908447266,97.33999633789062,99.91000366210938,24225000
2022-09-28,100.49320220947266,100.73999786376953,101.4000015258789,97.80000305175781,98.0199966430664,24617000
2022-09-29,97.84969329833984,98.08999633789062,99.30000305175781,96.5199966430664,99.30000305175781,21921500
2022-09-30,95.9144515991211,96.1500015258789,99.49400329589844,96.02999877929688,97.7300033569336,26277800
2022-10-03,99.05673217773438,99.30000305175781,99.97000122070312,97.0199966430664,97.22000122070312,24840000
2022-10-04,102.15911865234375,102.41000366210938,102.72000122070312,101.04000091552734,101.04000091552734,22580900
2022-10-05,101.9695816040039,102.22000122070312,102.73999786376953,99.73999786376953,100.69000244140625,18475500
2022-10-06,101.98953247070312,102.23999786376953,103.7300033569336,101.5,101.5,17156200
2022-10-07,99.3260726928711,99.56999969482422,101.41999816894531,99.20999908447266,100.6500015258789,24249900
2022-10-10,98.46817779541016,98.70999908447266,99.98999786376953,97.87000274658203,99.8499984741211,16529900
2022-10-11,97.80979919433594,98.05000305175781,100.12000274658203,97.25,98.25,21617700
2022-10-12,98.05918884277344,98.30000305175781,99.64800262451172,97.66999816894531,98.2699966430664,17343400
2022-10-13,99.46572875976562,99.70999908447266,100.52999877929688,95.2699966430664,95.93000030517578,32812200
2022-10-14,96.94193267822266,97.18000030517578,101.29000091552734,97.02999877929688,100.625,22624800
2022-10-17,100.5331039428711,100.77999877929688,101.7699966430664,99.51000213623047,99.5199966430664,23311600
2022-10-18,101.14160919189453,101.38999938964844,104.22000122070312,100.6500015258789,103.94000244140625,21610500
2022-10-19,100.0443115234375,100.29000091552734,101.65899658203125,99.63500213623047,100.69999694824219,21573700
2022-10-20,100.2837142944336,100.52999877929688,103.0,99.97000122070312,100.81999969482422,25125100
2022-10-21,101.23139953613281,101.4800033569336,101.62000274658203,98.2300033569336,98.45999908447266,28988700
2022-10-24,102.71774291992188,102.97000122070312,103.0999984741211,100.30000305175781,102.08999633789062,24680800
2022-10-25,104.67294311523438,104.93000030517578,105.0999984741211,103.0199966430664,103.30000305175781,29910200
2022-10-26,94.58770751953125,94.81999969482422,98.54000091552734,94.56999969482422,96.76000213623047,71504300
2022-10-27,92.3731460571289,92.5999984741211,95.16999816894531,91.9000015258789,94.30999755859375,54036500
2022-10-28,96.34339904785156,96.58000183105469,96.86000061035156,92.322998046875,92.52999877929688,35696900
2022-10-31,94.42810821533203,94.66000366210938,96.3499984741211,94.37999725341797,95.77999877929688,29868700
2022-11-01,90.2782974243164,90.5,96.16500091552734,90.43000030517578,95.58999633789062,43220600
2022-11-02,86.85669708251953,87.06999969482422,91.30000305175781,87.01000213623047,90.91000366210938,43553600
2022-11-03,83.28546905517578,83.48999786376953,86.55000305175781,83.44999694824219,86.34500122070312,48510400
2022-11-04,86.48760223388672,86.69999694824219,86.7300033569336,83.87999725341797,85.51000213623047,40173300
2022-11-07,88.43282318115234,88.6500015258789,88.94000244140625,86.95999908447266,87.33999633789062,26899900
2022-11-08,88.69219207763672,88.91000366210938,90.40499877929688,87.6500015258789,89.16000366210938,30172000
2022-11-09,87.1858901977539,87.4000015258789,89.48999786376953,87.36000061035156,88.54499816894531,26743900
2022-11-10,93.93930053710938,94.16999816894531,94.55000305175781,91.6500015258789,92.33999633789062,42371200
2022-11-11,96.49303436279297,96.7300033569336,97.36000061035156,94.16000366210938,94.70999908447266,30569100
2022-11-14,95.79474639892578,96.02999877929688,97.18000030517578,95.11299896240234,95.5,24170100
2022-11-15,98.47815704345703,98.72000122070312,100.41999816894531,97.0199966430664,98.66999816894531,31831000
2022-11-16,98.74748992919922,98.98999786376953,99.8499984741211,97.9020004272461,98.0199966430664,24660200
2022-11-17,98.2586898803711,98.5,99.4800033569336,97.0999984741211,97.18000030517578,21818700
2022-11-18,97.56040954589844,97.80000305175781,99.16000366210938,96.73999786376953,99.01000213623047,24969900
2022-11-21,95.5952377319336,95.83000183105469,98.72000122070312,95.66999816894531,97.55999755859375,18696900
2022-11-22,97.09156036376953,97.33000183105469,97.5479965209961,94.41000366210938,96.16000366210938,18868900
2022-11-23,98.57791137695312,98.81999969482422,99.06900024414062,97.33999633789062,97.33999633789062,17568900
2022-11-25,97.36089324951172,97.5999984741211,98.94000244140625,97.52999877929688,98.46499633789062,8567800
2022-11-28,96.01420593261719,96.25,97.83000183105469,95.88999938964844,97.19999694824219,19974500
2022-11-29,95.20619201660156,95.44000244140625,96.38999938964844,94.38999938964844,96.0,20220000
2022-11-30,101.20146179199219,101.44999694824219,101.44999694824219,94.66999816894531,95.12000274658203,39888100
2022-12-01,101.0318832397461,101.27999877929688,102.58999633789062,100.66999816894531,101.4000015258789,21771500
2022-12-02,100.58299255371094,100.83000183105469,101.1500015258789,99.16999816894531,99.37000274658203,18821500
2022-12-05,99.62533569335938,99.87000274658203,101.75,99.3550033569336,99.81500244140625,19955500
2022-12-06,97.07160186767578,97.30999755859375,100.20999908447266,96.76000213623047,99.66999816894531,20877600
2022-12-07,94.91690063476562,95.1500015258789,97.30999755859375,95.0250015258789,96.7699966430664,26647900
2022-12-08,93.71983337402344,93.94999694824219,95.87000274658203,93.80000305175781,95.69000244140625,25593200
2022-12-09,92.84199523925781,93.06999969482422,94.48999786376953,93.0199966430664,93.9000015258789,21885300
2022-12-12,93.3307876586914,93.55999755859375,93.875,91.9000015258789,93.08999633789062,27380900
2022-12-13,95.61518859863281,95.8499984741211,99.80000305175781,95.37999725341797,98.06999969482422,34788500
2022-12-14,95.07650756835938,95.30999755859375,97.22000122070312,93.94000244140625,95.54000091552734,26452900
2022-12-15,90.97657012939453,91.19999694824219,94.02999877929688,90.43000030517578,93.54000091552734,28298800
2022-12-16,90.63741302490234,90.86000061035156,91.75,90.01000213623047,91.19999694824219,48485500
2022-12-19,88.93160247802734,89.1500015258789,91.19999694824219,88.92500305175781,90.87999725341797,23020500
2022-12-20,89.4104232788086,89.62999725341797,89.77999877929688,88.04000091552734,88.7300033569336,21976800
2022-12-21,90.0289077758789,90.25,90.91500091552734,88.91000366210938,89.7300033569336,20336400
2022-12-22,88.04378509521484,88.26000213623047,89.18000030517578,86.94000244140625,88.93000030517578,23656100
2022-12-23,89.58998107910156,89.80999755859375,90.0999984741211,87.62000274658203,87.62000274658203,17815000
2022-12-27,87.71459197998047,87.93000030517578,89.5,87.53500366210938,89.30999755859375,15470900
2022-12-28,86.2481918334961,86.45999908447266,88.5199966430664,86.37000274658203,87.5,17879600
2022-12-29,88.73208618164062,88.94999694824219,89.36499786376953,86.98999786376953,87.02999877929688,18280700
2022-12-30,88.51263427734375,88.7300033569336,88.83000183105469,87.02999877929688,87.36499786376953,19190300
